Judul,Lokasi,Lokasi_Clean,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Deskripsi_Clean,Image_Link,Property_Link
Rumah Tanah Luas Dalam Perumahan Utara Ring Road,"Depok, Sleman",depok sleman,2750000000,4,4,2,200,200,0.762569832,0.333333333,0.3,1,0.77826087,0.942583732,rumah tanah luas rumah utara ring road,huni mewah lengkap furniture jati rumah one gate lokasi strategis kawasan kampus condong catur dekat amikom harga rp2750000xxx nego spesifikasi luas tanah 200 luas bangun 200 legalitas shm imb kamar tidur 4 ruang kamar mandi 4 ruang tingkat lantai 2 lantai car port 2 mobil 2 motor daya listrik 1300 watt sumber air sumur lantai granit akses jalan mobil simpang nilai plus properti rumah siap huni rumah nyaman kpr cash tahap dekat fasilitas umum full akses info lokasi dekat rs jih ring road utara dekat pamela 6 upn dekat pakuwon mall polda diy info property surve lokasi hubung,https://picture.rumah123.com/r123-images/720x420-crop/customer/1964914/2024-05-07-01-23-06-07de9adf-483a-4104-aa3e-ccf72b396e05.jpg,https://www.rumah123.com/properti/sleman/hos17039448/
Rumah ANYAR GRESS dekat RS Hermina Maguwoharjo Sleman Yogyakarta,"Maguwoharjo, Yogyakarta",maguwoharjo yogyakarta,1300000000,3,2,2,200,130,0.357541899,0.222222222,0.1,1,0.77826087,0.607655502,rumah anyar gress dekat rs hermina maguwoharjo sleman yogyakarta,rumah anyar gress dekat rs hermina maguwoharjo sleman yogyakarta luas tanah 200 m2 luas bangun 130 m2 3 kamar tidur 2 kamar mandi ruang tamu luas ruang keluarga luas carport dapur hadap utara harga 13 m info kurnia,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-05-07-00-33-09-f4c27cbb-cf9a-4434-ac08-cd1e2c22a243.jpg,https://www.rumah123.com/properti/yogyakarta/hos17039286/
Rumah di Perumahan Sendangdadi Mlati  Yogyakarta,"Mlati, Sleman",mlati sleman,2250000000,3,2,2,157,100,0.622905028,0.222222222,0.1,1,0.591304348,0.464114833,rumah rumah sendangdadi mlati yogyakarta,jual rumah bagus strategis lokasi perum sendangadi jongke kidul mlati sleman yogyakarta spesifikasi luas tanah 157 luas bangun 100 3 kamar tidur 2 kamar mandi ruang tamu ruang keluarga ruang makan dapur tempat cuci baju carport jemur lantai 2 gudang lantai 2 air sumur pompa listrik 1300 w jaring telepon internet halaman depan halaman belakang teras belakang teras samping akses huni dekat spbu mlati mulungan dekat rsa ugm dekat rsu sakina idam dekat monumen jogja dekat pasar jati mlati dekat terminal jombor dekat pusat belanja modern indogrosir jogja city mall sleman city hall belakang hotel hyatt akses jalan paving lebar jalan aspal cukup 2 mobil jaga malam hari,https://picture.rumah123.com/r123-images/720x420-crop/customer/1310644/2024-04-30-16-53-47-a5c2b7aa-794b-4ae9-bdc4-b56d9f59942b.jpg,https://www.rumah123.com/properti/sleman/hos16993048/
Rumah American Style Dengan Kolam Renang di Sleman Dapatkan 4 Unit Ac Gratis,"Sleman, Sleman",sleman sleman,1350000000,3,2,1,103,100,0.37150838,0.222222222,0.1,0,0.356521739,0.464114833,rumah american style kolam renang sleman dapat 4 unit ac gratis,rumah mewah cluster model american style private pool lokasi jl raya bah utara kalitirto bah sleman diy selatan aau adisucipto segera bangun cluster baru berbahsleman rumah elegan 2 lantai american style dalam cluster lokasi dekat jalan solojogja unggul tepi jalan raya one gate lebih nyaman rumah fitur smarthome system private pool jacuzzi tiap unit rumah sesuai type sedia 2 pilih type rumah type deluxe 3kt3kmprivate pool type luminious 3kt3km jacuzzi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/cd8d594041039ae97f46be29cf412865.jpg,https://www.rumah123.com/properti/sleman/hos16454182/
Dijual Rumah Konsep Jepang Modern Lokasi Strategis Banyak Bonus,"Sleman, Yogyakarta",sleman yogyakarta,1780000000,3,3,1,119,114,0.491620112,0.222222222,0.2,0,0.426086957,0.531100478,jual rumah konsep jepang modern lokasi strategis banyak bonus,sedia total 7 unit sisa 4 unit akhir siap huni pesan bangun custom denah lokasi jl kabupaten ringroad spesifikasi luas tanah 119 luas bangun 100 114 kamar tidur 3 kamar mandi 3 2 km ruang keluarga tamu ruang makan tempat cuci jemur dapur carport 2 mobil taman akses jalan aspal mobil papas bonus free dp free kanopi free biaya akad kredit free voucher informa 50 juta skema bayar cash keras cash tempo kpr dp 0 legalitas shgb naik shm imb lokasi strategis dekat kampus uty ugm ske dekat jcm terminal jombor rsa ugm dekat pusat bisnis belanja harga mulai rp 1780000xxx nego,https://picture.rumah123.com/r123-images/720x420-crop/customer/1231222/2024-04-30-08-52-58-d03188f7-09f9-49b9-b6ad-fcaf6a214656.jpg,https://www.rumah123.com/properti/yogyakarta/hos16989577/
Rumah Luas Siap Huni Dekat Pasar Gentan,"Sleman, Yogyakarta",sleman yogyakarta,890000000,6,2,2,210,151,0.24301676,0.555555556,0.1,1,0.82173913,0.708133971,rumah luas siap huni dekat pasar gentan,jual rumah siap huni area mukim nyaman ngaglik sleman kode core 1111 daya tarik kawasan 750 meter tengkleng gajah 900 meter jalan kaliurang 3 menit pasar gentan 7 menit pasar kolombo 9 menit jih 10 menit ringroad utara 15 menit ugm 15 menit pakuwon mall jogja jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain konsultasi survey lokasi pungut biaya apa,https://picture.rumah123.com/r123-images/720x420-crop/customer/1776788/2024-04-30-03-18-20-a5971a4e-7699-42fd-8cc0-af5d979932d3.jpg,https://www.rumah123.com/properti/yogyakarta/hos16984987/
Rumah di Kaliurang Utara Kampus Uii Jogja,"Ngaglik, Sleman",ngaglik sleman,430000000,3,2,1,114,60,0.11452514,0.222222222,0.1,0,0.404347826,0.272727273,rumah kaliurang utara kampus uii jogja,rumah cantik view rapi jl kaliurang km 17 pakem sleman yogyakarta akses jalan aspal 6 meter view rapi total 4 unit lokasi utara uii jogja desain scandinavian utama cahaya sirkulasi udara spesifikasi rumah luas tanah mulai 114 165m type 60 m shm p imb pbg kamar tidur 3 kamar mandi 2 ruang tamu ruang keluarga dapur carport listrik 1300 va air pdam pamsimas tempat cuci tempat jemur belakang,https://picture.rumah123.com/r123-images/720x420-crop/customer/46317/2024-05-02-18-29-24-e333a4ab-09a2-418a-b406-47616fc43c84.jpg,https://www.rumah123.com/properti/sleman/hos16938243/
Jual Rumah di Kadisoka Purwomartani,"Kalasan, Sleman",kalasan sleman,550000000,3,1,1,99,99,0.148044693,0.222222222,0,0,0.339130435,0.459330144,jual rumah kadisoka purwomartani,jual rumah rumah lokasi kadisoka purwomartani sleman yogyakarta harga 550 juta nego luas tanah 99 m luas bangun 99 m bangun 1 lantai kamar tidur 3 kamar mandi 1 ruang tamu ruang keluarga ruang makan dapur garasi legalitas shm imb akses jalan mobil lancar dekat banyak fasilitas umum cocok huni investasi hub 087728491xxx,https://picture.rumah123.com/r123-images/720x420-crop/customer/1841897/2024-04-23-09-12-09-9fef20da-455c-4897-a7bc-f9d0bceb9029.jpg,https://www.rumah123.com/properti/sleman/hos16935865/
Perumahan Bugisan Indah Yogyakarta,"Kasihan, Bantul",kasihan bantul,2000000000,3,2,1,127,90,0.553072626,0.222222222,0.1,0,0.460869565,0.416267943,rumah bugisan indah yogyakarta,harga 2 milyar luas tanah 127 meter persegi luas bangun 90 meter persegi rumah ada jalan bugisan jauh pusat kota yogyakartamemiliki posisi hadap utara timur hookcocok pnspegawai swastaatau pasang muda ingin punya usaha rumah kantor no pap 4890 untuk survey lokasi bisa hubungin danielray white north jogja hpwa 082189401xxx telp 0274 6429696,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16934076/original/hos16934076-rumah-di-jual-di-kasihan-bantul1713855608.jpg,https://www.rumah123.com/properti/bantul/hos16934076/
Rumah dalam perumahan elit one gate sistem dekat UGM,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,2900000000,3,3,2,172,140,0.804469274,0.222222222,0.2,1,0.656521739,0.655502392,rumah rumah elit one gate sistem dekat ugm,rumah rumah elit one gate sistem dekat ugm luas tanah 140 9 155 luas bangun 172 2 lantai shgb th 2046 3 kamar tidur 3 kamar mandi 1 kamar bantu listrik 4400 wt air sumur bor pdam carport 1 hadap selatan harga 29 m nego masuk 2 ac 1 solar water heater 1 kulkas 1 set meja makan lokasi 3 menit ugm 3 menit stasiun tugu 5 menit malioboro 5 menit kraton,https://picture.rumah123.com/r123-images/720x420-crop/customer/1327801/2024-04-23-06-02-16-6f76795f-cdd7-406b-a5e0-11565e9dea39.jpg,https://www.rumah123.com/properti/yogyakarta/hos16933472/
Dijual Murah Rumah di Kota Yogyakarta,"Mantrijeron, Yogyakarta",mantrijeron yogyakarta,1300000000,4,2,2,180,160,0.357541899,0.333333333,0.1,1,0.691304348,0.751196172,jual murah rumah kota yogyakarta,jual murah rumah kota yogyakarta luas tanah 180 m2 luas bangun 160 m2 lebar depan 11 m kamar tidur 4 kamar mandi 2 ruang tamu garasi carport dapur halaman depan luas listrik 900 watt siap huni nilai lebih dekat malioboro dekat kampus uin jogja upn ugm uny dekat bagai fasum shm harga 13 m nego langsung milik siapa cepat dapat alamat mantrijeron kotamadya yogyakarta propertyjogja982 agen property percaya kode r 494 mitra rumh2 mewah urwah albariqi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1506003/2024-04-23-04-38-51-c804ec60-2569-4973-8e20-b59667a2edb8.jpg,https://www.rumah123.com/properti/yogyakarta/hos16932691/
Rumah Dengan Furnish Dalam Perum di Utara Kota Jogja,"Mlati, Sleman",mlati sleman,2100000000,2,3,2,179,100,0.581005587,0.111111111,0.2,1,0.686956522,0.464114833,rumah furnish perum utara kota jogja,rumah dgn furnish jual dlm perum utara kota jogja data rumah luas tanah 176 luas bangun 100 k tidur 2 k mandi 2 listrik 5500w air sumur rumah hadap barat surat shm hgb shm berapa lantai 2 lt harga 2 m nego alamat property perum grand tlogo adi mlati sleman diy dkt mall jcm sch superindo jombor dkt kantor bkn diy dkt kampus uty sekolah jis ugm dkt rs sarjito rs ugm dkt banyak toko pasar kuliner dealer mblmtr spbu rmh ibadah,https://picture.rumah123.com/r123-images/720x420-crop/customer/1299452/2024-04-22-01-28-40-263ab021-3b01-4ac1-aa9e-fd2b8863f57a.jpg,https://www.rumah123.com/properti/sleman/hos16772312/
RUMAH BARU MEWAH FULL FURNISHED MODERN SCANDINAVIAN  KONTEMPORER DALAM PERUM DI JALAN  KALIURANG KM 13 DEKAT KE KAMPUS UII di Jalan kaliurang km 12 Rumah 2 Lantai SHM Baru,"Ngemplak, Sleman",ngemplak sleman,1770000000,3,3,2,150,121,0.488826816,0.222222222,0.2,1,0.560869565,0.564593301,rumah baru mewah full furnished modern scandinavian kontemporer perum jalan kaliurang km 13 dekat kampus uii jalan kaliurang km 12 rumah 2 lantai shm baru,rumah baru mewah full furnished modern scandinavian kontemporer perum jalan kaliurang km 13 dekat kampus uii rumah cluster one gate jalan lingkung lebar 5 meter akses mudah asri sejuk harga 1775000xxx legalitas shm pbg bonus kitchen set kanopi maghnet kawasan dekat kampus uii dekat kampus pppg kes dekat rs gramedika dekat bale desa dekat spbu spesifikasi luas tanah 121 luas bangun 150 3 kamar tdur 3 kamar mandi ruang tamu ruang keluarga lt bawah ruang keluarga lt atas void dapur ruang makan gudang ruang cucu jemur balkon listrik 2200 watt sumur bor carport 2 mobil taman depan samping belakang yukk monggo yg mau survey bs dampimgi senang hati,https://picture.rumah123.com/r123-images/720x420-crop/customer/1537704/2024-04-23-01-10-51-1c1d2fe3-4666-4490-94c5-2d94e43d7bc7.jpg,https://www.rumah123.com/properti/sleman/hos16930111/
FULL FURNISHED HUNIAN EKSKLUSIF  DEKAT TERMINAL JOMBOR,"Jombor, Sleman",jombor sleman,1900000000,3,3,2,227,171,0.525139665,0.222222222,0.2,1,0.895652174,0.803827751,full furnished huni eksklusif dekat terminal jombor,huni eksklusif nuansa rumah jepang modern dekat ugm dekat terminal jombor milik segera unit total 11 unit 1 unit siap huni non furnished sold 1 unit siap huni fully furnished 9 unit siap bangun luas tanah 102 171 luas bangun 138 227 m2 harga 19 3 m non furnished,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-16-23-07-54-457bc4d5-c49e-4857-9d97-04e0eceb2a35.jpg,https://www.rumah123.com/properti/sleman/hos16886963/
Rumah Cantik Modern Dekat Pakuwon Mall Dan Kampus Upn Amikom,"Condong Catur, Sleman",condong catur sleman,835000000,3,1,1,93,75,0.227653631,0.222222222,0,0,0.313043478,0.344497608,rumah cantik modern dekat pakuwon mall kampus upn amikom,rumah jual condongcatur,https://picture.rumah123.com/r123-images/720x420-crop/customer/1121276/2024-04-16-06-49-05-0bc1136b-941e-4aa2-b5af-3abe9bff2987.jpg,https://www.rumah123.com/properti/sleman/hos16882917/
HUNIAN EKSKLUSIF dengan NUANSA RUMAH  JEPANG MODERN DEKAT UGM,"Jombor, Yogyakarta",jombor yogyakarta,1900000000,4,3,2,227,171,0.525139665,0.333333333,0.2,1,0.895652174,0.803827751,huni eksklusif nuansa rumah jepang modern dekat ugm,huni eksklusif nuansa rumah jepang modern dekat ugm dekat terminal jombor milik segera unit total 11 unit 1 unit siap huni non furnished sold 1 unit siap huni fully furnished 9 unit siap bangun luas tanah 102 171 luas bangun 138 227 m2 harga 19 3 m non furnished,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-16-03-38-29-d2e1b3fa-aca1-4b3e-9303-1bd279f8d7b4.jpg,https://www.rumah123.com/properti/yogyakarta/hos16880631/
RUMAH MEWAH DEKAT BANYAK KAMPUS DI CONDONGCATUR,"Condong Catur, Sleman",condong catur sleman,2000000000,3,3,2,188,128,0.553072626,0.222222222,0.2,1,0.726086957,0.598086124,rumah mewah dekat banyak kampus condongcatur,jual rumah strategis premium area lt128m2 lb188m2 bangun baru 3 kamar tidur dg 1 kmrmandi rkelg rtamu taman indoor 3 kamar mandi garasi carport depan taman balkon dak jemur atas full furnished perabot baru semua tinggal masuk lokasi sangat strategis premium area 5 menit hartono mall jalan depan rumah mobil papas cocok kost exlusive homestay atau nyaman rumah huni harga 2 m nego imb shm atasnama sendiri,https://picture.rumah123.com/r123-images/720x420-crop/customer/67679/2024-03-31-15-29-28-2b3638ff-7c5c-4c36-9053-4dd99ec42dc4.jpg,https://www.rumah123.com/properti/sleman/hos16809159/
Perumahan di Pusat Kota Siyono Regency,"Wonosari, Gunung Kidul",wonosari gunung kidul,250000000,2,1,1,60,39,0.06424581,0.111111111,0,0,0.169565217,0.172248804,rumah pusat kota siyono regency,rumah murah pusat kota 100 m jalan raya jogja wonosari sedia type 39 45 kami bantu dp 0 selling point kurang 1 menit spbu siyono kurang 1 menit tugu tobong siyono 2 menit gedung budaya gunungkidul 4 menit pemda wonosari 8 menit polres gunungkidul 4 menit hotel santika spesifikasi 2 kamar tidur 1 kamar mandi ruang tamu dapur carport listrik 1300 watt air pam legalitas sertifikat slf imb info lebih lanjut hubung 087733164xxx,https://picture.rumah123.com/r123-images/720x420-crop/customer/1964897/2024-04-02-04-55-47-797b91b8-b985-4c9f-9204-41e3aa3bc690.jpg,https://www.rumah123.com/properti/gunung-kidul/hos16821516/
ArMr 064458 Dijual rumah Bekas siap huni semi furnished kasihan,"Kasihan, Bantul",kasihan bantul,675000000,3,2,1,118,66,0.182960894,0.222222222,0.1,0,0.42173913,0.301435407,armr 064458 jual rumah bekas siap huni semi furnished kasihan,dekat area ramaiswalayanruko dekat kampus umyalma ata stikes a yani dekat alfamart indomaret alfamidi dekat puskesmas klinik dekat kantor perintah daerah 15 menit malioboro 10 rs pku gamping 8 menit pusat rajin kasongan dekat lapang taman tirta,https://picture.rumah123.com/r123-images/720x420-crop/customer/23922/2024-02-05-04-09-04-a857a591-56ba-4b76-ad43-a017c6387e3d.jpg,https://www.rumah123.com/properti/bantul/hos16280679/
PROMO 1 UNIT SAJA DI KALASAN Rumah Baru SHM,"Kalasan, Sleman",kalasan sleman,295000000,2,1,1,64,36,0.076815642,0.111111111,0,0,0.186956522,0.157894737,promo 1 unit di kalas rumah baru shm,promo 1 unit di kalas 295 juta type 36645 rumah siap bangun konsep japanese style cluster dekat balaidesa selomartani kalas sleman yogyakarta solusi utk keluarga muda yg ingin lingkung yg tenang tdk jauh dr pusat kota dg harga yg sangat jangkau legalitas shm sdh pecah pbg bayar cash kpr sedia 7 kavling luas tanah 645 125 m2 type 36 45 harga 315 jt 451 jt akses huni dekat balaidesa selomartani dekat spbu selomartani dekat lpmp dekat smpn 2 kalas dekat monumen plataran dekat tugu batu dekat candi kedul kalas prambanan dekat rs bhayangkara panti rini rsi kalas info direct owneer kurnia,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-04-01-23-59-40-45af5d9c-ae13-40a6-b970-f43cb2b5cafe.jpg,https://www.rumah123.com/properti/sleman/hos16819032/
BU BU BU BU  DIJUAL RUMAH MURAH MERIAH TENGAH KOTA,"Gondokusuman, Yogyakarta",gondokusuman yogyakarta,990000000,4,2,2,200,100,0.270949721,0.333333333,0.1,1,0.77826087,0.464114833,bu bu bu bu jual rumah murah riah tengah kota,bismillah jual rumah murah riah tengah kota lokasi dekat kampus uin perum timoho balaikota ambarukmo plaza spesifikasi luas tanah 100 m 2 lantai luas bangun 200 an m lebar depan 10 an m kamar tidur 4 kamar mandi 2 ruang tamu ruang keluarga ruang makan dapur tempat cuci jemur garasi balkon akses mobil simpang pelan harga 1 m abi,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-26-11-36-15-6cf69a66-089a-4d96-aba1-a55620fb39cc.jpg,https://www.rumah123.com/properti/yogyakarta/hos16773423/
Rumah Bagus Minimalis Siap Huni Dalam Perumahan di Sedayu,"Sedayu, Bantul",sedayu bantul,730000000,2,1,1,80,40,0.198324022,0.111111111,0,0,0.256521739,0.177033493,rumah bagus minimal siap huni rumah dayu,kode 1087 magnet kawasan 70 meter istek mulia dekat jln wates purworejo 4 menit tera view yogyakarta 8 menit rs pku gamping 8 menit ambarketawang resto 9 menit pasar gamping 9 menit ringroad barat 10 menit umy 19 menit malioboro jangan takut hubung core property consultant alam lebih 6 tahun jadi partner dalam cari huni baik jogja hubung untuk info detail pilih properti lain,https://picture.rumah123.com/r123-images/720x420-crop/customer/1755814/2024-03-26-08-50-48-17c41a09-287d-47a3-b7e2-982d11396120.jpg,https://www.rumah123.com/properti/bantul/hos16772407/
Rumah Dalam Cluster Elit Dikawasan Emas Dekat Ugmalazhar,"Mlati, Sleman",mlati sleman,1300000000,2,2,1,114,80,0.357541899,0.111111111,0.1,0,0.404347826,0.368421053,rumah cluster elit kawasan emas dekat ugmalazhar,cluster elit lokasi sangat strategis emas komersil lokasi dekat kampus ugmykpnutydekat sekolah alazharbiasyis info detail 081802648xxx spesifikasi kamar tidur 2 1 ac kmar mandi 21 water heater r tamu dapur kitchen set rkelg taman karport 1 mobil taman fasilitas lingkung one gate system security cctv 24jam lebar jalan lingkung 9 12 meter masjid kolam renang lapang tenis lapang basket play ground magnet lokasi 10 menit kampus ugm dekat sd smp sma alazhar dekat kampus amp stim ykpn sangat strategis sekali dekat wisata kuliner dekat pusat belanja info property klik ningpropertyjogjacom ningpropertyjogjaagenproperti12om,https://picture.rumah123.com/r123-images/720x420-crop/customer/67678/2024-03-20-02-18-42-c81b56a6-2793-42c8-bd22-9b81f755d01b.jpg,https://www.rumah123.com/properti/sleman/hos8362888/
"SANGAT MURAH

HUNIAN MODERN STRATEGIS","Maguwoharjo, Yogyakarta",maguwoharjo yogyakarta,775000000,2,2,1,70,45,0.210893855,0.111111111,0.1,0,0.213043478,0.200956938,sangat murah huni modern strategis,sangat murah huni modern strategis interior design with mezzanine cluster selang kampus instiper maguwoharjo sleman yogyakarta harga 775 juta bila mau investasi tanah bisa dg harga 475 juta sedia 12 unit status shm siap balik nama one gate system smart door lock wifi cctv ready type 4570 2 kamar tidur 2 kamar mandi ruang tamu keluarga dapur view sawah carport listrik 1300 w air sumur hadap utara selling point 1 menit dr instiper sadhar 1 menit dr stadion maguwoharjo 2 menit dr pasar tradisional 2 menit dr lottemart 4 menit dr rs hermina rs uad 5 menit dr upn uii ykpn 5 menit dr pakuwon mall trans studio ambarrukmo plaza 6 menit dr rs jogja internasional hospital info kurnia,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-26-06-04-46-e46ec270-9f2f-478e-8625-ed09ab4a21c7.jpg,https://www.rumah123.com/properti/yogyakarta/hos16770147/
BARU ISTIMEWA Dijual Rumah 2 Lantai Mewah Dekat Kampus UGM,"Ngaglik, Sleman",ngaglik sleman,1690000000,3,3,1,118,87,0.466480447,0.222222222,0.2,0,0.42173913,0.401913876,baru istimewa jual rumah 2 lantai mewah dekat kampus ugm,jual rumah 2 lantai mewah dekat kampus ugm al azhar lempongsari jalan palagan km 7 modern kontemporer mewah fully furnished luas tanah 87 luas bangun 118 kamar tidur 3 2 km kamar mandi 3 r tamu r makan r keluarga dapur area cuci jemur taman belakang taman depan teras balkon carport mobil 2 listrik 2200 watt air bersih sumur bor pagar kanopi kaca harga 169 milyar shm pbg lengkap lingkung cluster 50 meter jalan lempongsari interest point lokasi 7 menit tugu rs sardjito 7 menit ugm 5 menit al azhar 5 menit monjali 5 menit hyatt 3 menit jalan damai area hotel kuliner huni mewah baru strategis jantung kota jogja utara dekat ugm cocok huni pribadirumah singgahguest househome stay wulan,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-26-05-58-36-869987e1-5d1e-4927-bd22-e732520617ad.jpg,https://www.rumah123.com/properti/sleman/hos16770086/
FULL FURNITURE DIJUAL RUMAH BARU DALAM CLUSTER Di PALAGAN,"Ngaglik, Sleman",ngaglik sleman,1650000000,3,2,1,100,90,0.455307263,0.222222222,0.1,0,0.343478261,0.416267943,full furniture jual rumah baru cluster palagan,full furniture full furniture jual rumah baru cluster dekat cafe dmonaco palagan lokasi jalan palagan km 7 sleman luas tanah 100 luas bangun 90 shmimb ready kamar tidur 3 kamar mandi 2 ruang tamu ruang keluarga dapur carport kanopy ada pagar akses jalan 4 meter jalan conblok dekat hotel hyatt dekat d monaco caffe dekat rumah paradise harga 1650 milyard nego wulan,https://picture.rumah123.com/r123-images/720x420-crop/customer/1685177/2024-03-26-05-53-36-d5f6aec1-39e1-4d6a-a7ba-00a18359de0b.jpg,https://www.rumah123.com/properti/sleman/hos16770041/
RUMAH SECOND HARGA DRASTIS  UTARA PERUM PERTAMINA,"Kalasan, Sleman",kalasan sleman,400000000,2,2,1,91,82,0.106145251,0.111111111,0.1,0,0.304347826,0.377990431,rumah second harga drastis utara perum pertamina,rumah jual sleman rumah strategis ruang tamu ruang makan dapur luas atap baja ringan 2 kt 2km garasi motormobil sumur jet pum hadap timur sinar matahari pagi lingkung rumah,https://pic.rumah123.com/r123/720x420-crop/house/ho16/16767662/original/hos16767662-rumah-di-jual-di-kalasan-sleman-1711419277.jpg,https://www.rumah123.com/properti/sleman/hos16767662/
Arsita Regency Titi Bumi Yogyakarta,"Kasihan, Bantul",kasihan bantul,2210000000,3,2,1,126,107,0.611731844,0.222222222,0.1,0,0.456521739,0.497607656,arsita regency titi bumi yogyakarta,milik segera huni baik keluarga dalam rumah arsita regency titi bumi huni strategis letak sangat dekat kota yogyakarta pusat belanja 2 menit giant supermarket spbu mirota godean 2 menit kampus stpn poltekes yogyakarta 5 menit tugu yogyakarta 10 menit malioboro 13 menit kampus nama ugm uny stikes aisiyah 15 menit kampus padu umy stikes ayan stikes aisyah surya global fasilitas lingkung akses jalan lebar 7 meter taman datar security 24 jam cctv one gate system joging track bangun 2 lantai harga 221 m include ppn bangun 1 lantai harga 18 m include ppn luas tanah 126 m2 luas bangun 47 m2 nb survei lokasi harap buat janji 1 hari belum,https://picture.rumah123.com/r123-images/720x420-crop/customer/1888621/2024-03-19-15-32-05-87bc318d-7c6b-4dc8-a307-2202151906e6.jpg,https://www.rumah123.com/properti/bantul/hos16715766/
Rumah Siap Huni Graha Sejati Moyudan,"Moyudan, Sleman",moyudan sleman,350000000,2,1,1,120,50,0.092178771,0.111111111,0,0,0.430434783,0.224880383,rumah siap huni graha sejati moyudan,sisa 2 unit akhir 15 unit rumah baru siap huni barat kota jogja graha sejati moyudan spesifikasi bangun luas tanah mulai 120 m2 luas bangun 50 m2 2 kamar tidur 1 kamar mandi dapur ruang tamu ruang keluarga carport taman legalitas shm pbgimb harga 350 juta nb survei lokasi harap buat janji 1 hari belum,https://picture.rumah123.com/r123-images/720x420-crop/customer/1888621/2024-03-19-15-12-17-26cab026-ca78-43e0-818f-c6a34f276734.jpg,https://www.rumah123.com/properti/sleman/hos16715654/
Perumahan Pondok Permai Mlati Tahap 2,"Mlati, Sleman",mlati sleman,1380000000,2,1,1,112,45,0.379888268,0.111111111,0,0,0.395652174,0.200956938,rumah pondok permai mlati tahap 2,kembang rumah pondok permai tahap 2 utara kota yogyakarta magnek kawasan rumah dekat terminal jombor dekat pusat belanja dekat jogja city mall sleman city hall dekat spbu masih banyak lain fasilitas rumah one gate syste scurity 24 jam lebar jalan 7 meter taman harga mulai 138 m luas tanah mulai 112 m2 luas bangun 45 note unit rumah pesan bangun survey lokasi harap buat janji 1 hari belu serifikat hgb tingkat shm,https://picture.rumah123.com/r123-images/720x420-crop/customer/1888621/2024-03-19-14-43-51-e30f3677-5b8d-47b1-8fa8-d19880a6e741.jpg,https://www.rumah123.com/properti/sleman/hos16715433/
Griya Kuantan Amarta Yogyakarta,"Kasihan, Bantul",kasihan bantul,1570000000,2,1,1,83,82,0.432960894,0.111111111,0,0,0.269565217,0.377990431,griya antan amarta yogyakarta,cluster rumah baru lokasi barat kota yogyakarta griya antan amarta lokasi sangat strategis 150 meter utara jalan wates km 3 unggul dekat malioboro dekat spbu kadipiro dekat puast belanja dekat beberapa kampus padu upy umy stikes ahmad yani stikes aisyiah poltekes stpn fasilitas kawasan one gate system akses jalan lingkung 8 meter scurity 24 jam harga mulai 157 m include biaya ppn nb survei lokasi harap buat janji 1 hari belum,https://picture.rumah123.com/r123-images/720x420-crop/customer/1888621/2024-03-19-14-33-55-0389b2ca-720e-4dc4-b8a6-f7cdc13a3cb0.jpg,https://www.rumah123.com/properti/bantul/hos16715379/
Griya Kuantan Banyuraden Yogyakarta,"Gamping, Sleman",gamping sleman,1390000000,3,2,1,91,64,0.382681564,0.222222222,0.1,0,0.304347826,0.291866029,griya antan banyuraden yogyakarta,buka kawasan rumah baru barat tugu yogyakarta lokasi sangat strategis nyaman dekat pusat kota magnet kawasan antara dekat pusat belanja 4 menit mirota godean 6 menit tugu yogyakarta 10 menit malioboro 13 menit kampus padu umy ugm uny stikes aisiyah stikes ayan fasilitas kawasan rumah akses jalan lebar 8 meter area temu taman datar security 24 jam cctv one gate sistem joging track harga mulai 1398000xxx ilclude ppn nb status sertifikat hgb di tingkat jadi shm saat lunas survei lokasi harap buat janji 1 hari belum,https://picture.rumah123.com/r123-images/720x420-crop/customer/1888621/2024-03-19-14-28-43-149e987f-5fae-4a76-b3e7-c6a7dcdf17d7.jpg,https://www.rumah123.com/properti/sleman/hos16715345/
