Judul,Lokasi,Lokasi_Clean,Harga,Kamar,WC,Parkir,Luas_Tanah,Luas_Bangunan,Harga_Normalized,Kamar_Normalized,WC_Normalized,Parkir_Normalized,Luas_Tanah_Normalized,Luas_Bangunan_Normalized,Judul_Clean,Deskripsi_Clean,Image_Link,Property_Link
Rumah Modern Minimalis Mlati Sleman,"Mlati, Sleman",mlati sleman,3600000000,5,3,2,200,195,1,0.444444444,0.2,1,0.77826087,0.918660287,rumah modern minimal mlati sleman,lokasi sangat strategis mlati sleman akses mudah jangkau lingkung rumah cluster one gate system aman 24 jamm rumah siap huni cocok tempat tinggal dekat fasilitas umum 15 menit ugm,https://picture.rumah123.com/r123-images/720x420-crop/customer/861019/2023-11-22-07-16-55-af49faca-a978-43ba-a147-7ac43c33693b.jpg,https://www.rumah123.com/properti/sleman/hos15551626/
RUMAH 2 LANNTAI MINIMALIS EXCLUSIVE MURAH DAN SIAP HUNI LT 130 LB 100 PURWOMARTANI KALASAN SLEMAN YOGYAKARTA,"Kalasan, Sleman",kalasan sleman,1300000000,3,2,1,130,100,0.357541899,0.222222222,0.1,0,0.473913043,0.464114833,rumah 2 lanntai minimal exclusive murah siap huni lt 130 lb 100 purwomartani kalas sleman yogyakarta,rumah jual sleman rumah 2 lantai minimal exclusive modern murahsiap huni lingkung nasionalis nyaman aman view gunung rapi lokasi strategis lt 130 m2 lb 100 m2 2 menit ukrim 4 menit bandara adisucipto 14 menit plaza ambarukmo 7 menit rumah sakit panti rini 3 menit sd kanisius kadirojo,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15551169/original/hos15551169-rumah-di-jual-di-kalasan-sleman-1700635789.jpg,https://www.rumah123.com/properti/sleman/hos15551169/
RUMAH SIAP HUNI AREA KOTAGEDE PRINGGOLAYAN BANGUNTAPAN  BANTUL,"Banguntapan, Bantul",banguntapan bantul,1000000000,4,2,1,124,124,0.273743017,0.333333333,0.1,0,0.447826087,0.578947368,rumah siap huni area kotagede pringgolayan banguntapan bantul,rumah jual bantul jual rumah siap huni area kotagede lt 124 m full bangun kamar tidur 4 kamar mandi 2 dapur lantai 2 jemur listrik 3500 watt air sumur shm imb lingkung kost kostan kontra 7 menit stipram banguntapan 7 menit superindo kotagede 7 menit smp negeri 9 yogyakarta 12 menit terminal bus giwang 7 menit kebon binatang gembira loka,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15551165/original/hos15551165-rumah-di-jual-di-banguntapan-bantul-1700635786.jpg,https://www.rumah123.com/properti/bantul/hos15551165/
RUMAH 2 LANTAI MINIMALIS MODERN DAN EXCLUSIVE SIAP HUNI PURWOMARTANI KALASAN SLEMAN YOGYAKARTA,"Kalasan, Sleman",kalasan sleman,1500000000,3,2,1,149,100,0.413407821,0.222222222,0.1,0,0.556521739,0.464114833,rumah 2 lantai minimal modern exclusive siap huni purwomartani kalas sleman yogyakarta,rumah jual sleman jual rumah 2 lantai minimal exclusive modern siap huni harga murah lingkung nasionalis nyaman aman view gunung rapi lt 149 lb 100 lusteik 2200 watt air sumur 2 menit ukrim 3 menit sd kanisius kadirojo 4 menit bandara adisucipto 7 menit rumah sakit panti rini 14 menit plaza ambarukmo,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15551164/original/hos15551164-rumah-di-jual-di-kalasan-sleman-1700635783.jpg,https://www.rumah123.com/properti/sleman/hos15551164/
Rumah Modern Coklat di Dekat PPPG KESENIAN Ngaglik Sleman,"Ngaglik, Sleman",ngaglik sleman,750000000,3,2,1,120,85,0.203910615,0.222222222,0.1,0,0.430434783,0.392344498,rumah modern coklat dekat pppg seni ngaglik sleman,rumah kembar coklat manis harga ekonomis jalan kaliurang km 13 dekat kampus pppg seni ngaglik sleman harga 750 juta nego legalitas shm pbg maghnet kawasan dekat kampus uii dekat kampus pppg seni dekat bale desa sukoharjo dekat spbu mindi dekat bagai sekolah kuliner spesifikasi type 85 luas tanah 120 3 kamar tidur 2 kamar mandi include water heater ruang tamu ruang keluarga dapur sisa tanah belakang listrik 2200 watt tandon 500 liter carport mobil luas pagar minimal yukk monggo2 yg mau survey bs damping senang hati info detail yunan 081932288xxx ig omahejogja wwwomahejogjaid,https://picture.rumah123.com/r123-images/720x420-crop/customer/244906/2023-11-22-04-06-31-e63fe6f0-5e63-4193-a1f3-62765b32a7fe.jpg,https://www.rumah123.com/properti/sleman/hos15548942/
Rumah Modern Limasan Menarik di Dekat  Pasar Jangkang  Sleman,"Ngemplak, Sleman",ngemplak sleman,870000000,3,2,2,152,80,0.237430168,0.222222222,0.1,1,0.569565217,0.368421053,rumah modern limas tarik dekat pasar jangkang sleman,rumah baru mewah model limas tata ruang nyaman jalan kaliurang km 13 dekat pasar jangkang akses simpang asri desa harga 870 juta nego legalitas shm pbg magnet kawasan dekat kec ngemplak dekat polsek ngemplak dekat koramil dekat pasar jangkang dekat puskesmas dekat bagai sekolah spesifikasi type 80 luas tanah 152 3 kamar tidur 2 kamar mandi ruang tamu ruang keluarga ruang makan carport listrik 1300 watt air sumur bor info survey sama yunan omahe jogja wa 081932288xxx follow ig omahejogja wwwomahejogjaid,https://picture.rumah123.com/r123-images/720x420-crop/customer/244906/2023-11-22-00-01-41-89333ab1-ecb7-4676-8569-005a8ef3c6f5.jpg,https://www.rumah123.com/properti/sleman/hos15546671/
Rumah Semi Furnish Lokasi 15 menit Ke Stasiun Tugu Yogyakarta,"Kasihan, Bantul",kasihan bantul,1800000000,5,3,2,240,200,0.497206704,0.444444444,0.2,1,0.952173913,0.942583732,rumah semi furnish lokasi 15 menit stasiun tugu yogyakarta,rumah tinggal ada dalam rumah griya alvita salah satu rumah cukup mati jadi rumah tinggal keluarga rumah lengkap aman 24 jam fasilitas umum kolam renang rumah lengkap 32 kamar tidur3 kamar mandi listrik 2200 watt air pdam dapat carport juga taman bagi depan belakang rumahbonus 3 ac1water heather sedang cari rumah tinggal daerah sebut rumah dapat jadi pilih tinggal keluarga lingkung kondusif anakanak lokasi rumah cukup strategis dekat tuju pusat kota malioborostasiun tugudekat ringroad barat kampus pgri umy fasilitas umum lain dapat mudah aktifitas seharihari anda no pap 231343 informasi lebih lanjut silah hubung ray white north jogja 0274 6429696,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15480517/original/hos15480517-rumah-di-jual-di-kasihan-bantul-1700030418.jpg,https://www.rumah123.com/properti/bantul/hos15480517/
RUMAH CANTIK DALAM PERUMAHAN DI PALAGAN,"Ngaglik, Sleman",ngaglik sleman,1200000000,2,2,1,133,85,0.329608939,0.111111111,0.1,0,0.486956522,0.392344498,rumah cantik rumah palagan,jual rumah rumah one gate lokasi jalan palagan km 8 ngaglik sleman yogyakarta harga 12 milyar nego sfesifikasi luas tanah 133 m luas bangun 85 m kamar tidur 2 kamar mandi 2 ruang tamu ruang keluarga ruang makan dapur kitchenset carpot taman legalitas shm imb akses jalan mobil lancar dekat filosofi kopi dekat hotel hyatt dekat hotel alana dekat banyak kuliner cafe cocok huni investasi dekat banyak fasilitas umum,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/2023-11-08-15-45-52-4dbcc616-8109-4caa-a49c-e4a582829cbe.jpg,https://www.rumah123.com/properti/sleman/hos15400713/
Rumah 1 Lantai Dekat Kampus Mercubuana Jl Wates Sedayu Bantul,"Sedayu, Bantul",sedayu bantul,700000000,2,2,2,155,90,0.189944134,0.111111111,0.1,1,0.582608696,0.416267943,rumah 1 lantai dekat kampus mercubuana jl wates dayu bantul,rumah 1 lantai unfurnished dekat kampus mercubuana jl wates argomulyo dayu bantul akses jalan lalu mobil hadap selatan area desa area dekat kampus mercubuana smp n 1 dayu sma n 1 dayu smk n 1 dayu lurah argomulyo puskesmas dayu pasar tulis museum soeharto lokasi mukim duduk cocok rumah tinggal info detail hubung budi era mira jogja,https://picture.rumah123.com/r123-images/720x420-crop/customer/67476/2023-11-08-10-20-31-b2c75082-4e4e-42e6-9df6-520fd264d7d8.jpg,https://www.rumah123.com/properti/bantul/hos15399080/
Rumah 1 Lantai Unfurnished SHM Dekat Malioboro Kawasan Perkotaan,"Tegalrejo, Yogyakarta",tegalrejo yogyakarta,650000000,3,2,1,74,74,0.175977654,0.222222222,0.1,0,0.230434783,0.339712919,rumah 1 lantai unfurnished shm dekat malioboro kawasan kota,jual rumah 1 lantai dekat malioboro area tegalrejo yogyakarta akses jalan lalu mobil hadap selatan kawasan kota dekat rs ludira husada toko kuliner oleholeh khas jogja superindo atlanta elektronik soto pak soleh soto kadipiro sop pak sugeng museum diponegoro kawasan bisnis mukim duduk cocok rumah toko info detail hubung budi era mira jogja,https://picture.rumah123.com/r123-images/720x420-crop/customer/67476/2023-11-08-10-03-35-05875187-f5d9-49ee-860c-e0e9d84586de.jpg,https://www.rumah123.com/properti/yogyakarta/hos15398786/
Rumah Cantik Full Furnish di Perumahan Munggur Dekat Kampus UMY,"Godean, Sleman",godean sleman,890000000,3,2,1,126,100,0.24301676,0.222222222,0.1,0,0.456521739,0.464114833,rumah cantik full furnish rumah munggur dekat kampus umy,jual cepat rumah cantik full furnished rumah munggur jl godean km 75 dekat kampus umy kawasan kampus umy stpn ugm kawasan wisata kuliner jl godean swalayan minimarket gerai atm spbu rs pku rs queen latifa kawasan bisnis kantor jl godean dekat jl raya spesifikasi luas tanah 126mxb2 lebar depan 9m panjang 14m luas bangun 69mxb2 imb fisik 100mxb2 bangun 1 lantai hadap utara kamar tidur 31 kamar mandi 2 ruang tamu ruang makan ruang keluarga service area dapur teras garasi listrik 1300w air sumur legalitas sertifikat hak milik imb pbb jual full furnished beli tinggal bawa koper harga 890juta nego no pap 231340 informasi lebih lanjut silah hubung ray white central jogja,https://pic.rumah123.com/r123/720x420-crop/house/ho15/15398615/original/hos15398615-rumah-di-jual-di-godean-sleman-1699437304.jpg,https://www.rumah123.com/properti/sleman/hos15398615/
Rumah Dijual Dkt Pasar Ngoto SewonFULLY FURNISHED NEGO BU,"Sewon, Bantul",sewon bantul,1800000000,4,2,2,201,150,0.497206704,0.333333333,0.1,1,0.782608696,0.703349282,rumah jual dkt pasar ngoto sewonfully furnished nego bu,rumah jual lantai dekat pasar ngoto pasar triwindu full furnishedwhy rumah lantai ada lokasi strategis dekat pasar ngoto pasar triwindhu harga rp 1800000xxx nego lokasi ngoto indah dekat pasar ngototriwindhu bangunharjo won bantul yogyakarta selling point 650m dekat pasar ngoto triwindhu 850m dekat politeknik akademi teknologi kulit atk 26km dekat kampus 4 universitas ahmad dahlan uad 39km dekat terminal giwang spesifikasi luas tanah 201 m2 luan bangun 150 m2 lantai 1 kamar tidur 3 kamar mandi 2 1 kamar mandi rg tamu rg keluarga tempat cuci dapur gudang teras garasi 1 mobil carport 1 mobil city car ruang buka depan lantai 2 kamar tidur 1 tempat jemur legalitas shm imb included furniture sofa meja kursi makan ac mesin cuci water heater sumber air sumur bor daya listrik 2200 watt bangun bangun tahun 2004 akses jalan lingkung jalan aspal mobil simpang hadap utara hubung bylindajongproperty trust easy friendly,https://picture.rumah123.com/r123-images/720x420-crop/customer/1105039/2023-11-08-07-29-34-43f41ee5-eadd-4822-bbd7-4dc57aa53b69.jpg,https://www.rumah123.com/properti/bantul/hos15396449/
Rumah Scandinavian Dijual Utara Jogja Bay Maguwo DepokKPR,"Depok, Sleman",depok sleman,1250000000,3,2,1,149,91,0.343575419,0.222222222,0.1,0,0.556521739,0.421052632,rumah scandinavian jual utara jogja bay maguwo depokkpr,rumah baru cantik jual utara jogjabay maguwo depok sleman yogyakartahdi rumah cantik dalam mukim nyaman sahabat nasionalis lokasi dekat bagai fasum 2 menit jogja bay 2 menit rs uad 3 menit sd budi mulia 3 menit kampus sanatadarma 4 menit kampus instiper 6 menit lottemart 10 menit kampus upn 12 menit rs jih 14 menit pakuwon mall 15 menit amplaz spesifikasi luas tanah 149 m2 luas bangun 91 m2 kamar tidur 3 kamar mandi 2 ruang tamu dapur ruang makan taman depan taman belakang listrik 1300w carport 2 mobil shm pbg harga 1250 m nego bylindajongproperty trust easy friendly,https://picture.rumah123.com/r123-images/720x420-crop/customer/1105039/2023-11-08-07-08-41-816a60d8-58fc-4b66-b53d-51de796230b4.jpg,https://www.rumah123.com/properti/sleman/hos15395975/
Rumah 2lantai Dijual Jln Kaliurang km 6 Dkt Kampus UGM Jogja,"Ngaglik, Sleman",ngaglik sleman,1900000000,4,3,1,130,130,0.525139665,0.333333333,0.2,0,0.473913043,0.607655502,rumah 2lantai jual jln kaliurang km 6 dkt kampus ugm jogja,rumah jual dekat ugm jogja ngaglik sleman yogyakarta baruwiko harga rp 19 m nego dekat enam kampus nama sleman yogyakarta sedia 2 unit 1 unit jual siap huni peluang investasi property tumbuh nilai property capital gain property jogja dekat kampus minimal 20 per tahun sempat bisnis kost homestay kembang sektor didik jogja terus tingkat lokasi jalan kaliurang km 6 ngabean wetan sinduharjo ngaglik sleman yogyakarta spesifikasi luas tanah 130 m2 luas bangun 130 m2 lebar depan 6 meter bangun lantai kamar tidur 4 kamar mandi 3 kamar tidur art kamar mandi art ruang tamu ruang makan ruang keluarga lega ruang buka tengah dapur carpot 2 mobil tempat cuci jemur air sumur listrik 3500w shm pbg kpr cash tahap akses jalan lingkung mobil simpang hadap selatan bangun baru 2023 selling point 7 menit upn amikom stie ykpn 6 menit fe uii ringroad gejayan 6 menit hartono mall rs jih 6 menit ugm uny lingkung nasionalis nyaman investasi tinggi area premium concat bylindajongproperty trust easy friendly,https://picture.rumah123.com/r123-images/720x420-crop/customer/1105039/2023-11-08-06-48-06-c18720e7-eca8-47dc-b767-78517baa6117.jpg,https://www.rumah123.com/properti/sleman/hos15395669/
Jual Rumah Siap Huni Di Jalan Palagan Km 11 Sleman Yogyakarta,"Ngaglik, Sleman",ngaglik sleman,2950000000,4,4,2,204,200,0.818435754,0.333333333,0.3,1,0.795652174,0.942583732,jual rumah siap huni jalan palagan km 11 sleman yogyakarta,02 jual rumah siap huni full furnish lokasi sangat strategis rumah fasco mansion jalan palagan km 11 ngaglik sleman yogyakarta harga 2950 m nego luas tanah 204 m luas bangun 200 m kamar tidur 4 kamar mandi 4 kamar kamar mandi art ruang tamu ruang keluarga ruang makan dapur balkon service room taman garasi sambung indihome sambung pdam sambung listrik 3500 watt lingkung asri tenang jalan lingkung sangat lebar one gate system harga include ppn harga masuk 1bphtb 2biaya notaris cara bayar cash keras cash tahap,https://picture.rumah123.com/r123-images/720x420-crop/customer/1903945/2023-11-08-05-29-09-34d57dd9-73c2-48a3-889b-b257dbed4c3b.jpg,https://www.rumah123.com/properti/sleman/hos15394608/
Perumahan Baru Candi Gebang Yogyakarta,"Ngemplak, Sleman",ngemplak sleman,1390000000,2,1,1,91,50,0.382681564,0.111111111,0,0,0.304347826,0.224880383,rumah baru candi gebang yogyakarta,kawasan rumah baru pondok permai candi gebang yogyakarta huni prestigious lokasi utara kota yogyakarta magnet kawasan rumah 3 menit kampus amikom yogyakarta 4 menit kampus upn uii ekonomi 5 menit umby 5 menit rs condongcatur 6 menit stie ykpn 8 menit rs jogja international hospital jih 10 menit pakuwon mall spesifikasi bangun luas tanah mulai 91 m2 luas bangun 50 m2 2 kamar tidur 1 kamar mandi dapur ruang tamu keluarga taman carport legalitas hgb naik shm harga mulai 139 m note unit rumah pesan bangun proses bangun 6 bulan survey lokasi harap buat janji 1 hari belum,https://picture.rumah123.com/r123-images/720x420-crop/customer/1888621/440231e6dfd090838289c7d6e3b25dd6.jpg,https://www.rumah123.com/properti/sleman/hos15325185/
Rumah Mewah 2 Lantai Jogja Bonus Jacuzzi,"Berbah, Sleman",berbah sleman,1340000000,3,2,1,103,100,0.368715084,0.222222222,0.1,0,0.356521739,0.464114833,rumah mewah 2 lantai jogja bonus jacuzzi,kirana maison huni 2 lantai desain elegan tanah luas kolam renang pribadi jacuzzi tiap unit lokasi 3 menit jalan raya solojogja dkirana maison dekat beberapa fasilitas umum sekitar kampus ukrim aau upn atma jaya rs islam yogyakarta mall ambarukmo plaza 5 menit malioboro 5 menit rencana exit tol purwomartani bandara adisucipto rumah 2 lantai milik 2 pilih type type 110 kt 2km mewah kolam renang pribadi type 100 3 kt 2 km nyaman jacuzzi marketing galery jl ring road bar 7c banyuraden gamping,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2023-11-01-13-24-50-e158d549-38c8-40da-93bd-c429a780856b.png,https://www.rumah123.com/properti/sleman/hos15324487/
Rumah 2 Lantai Dekat Pusat Kota Jogja,"Berbah, Sleman",berbah sleman,1340000000,3,2,1,107,100,0.368715084,0.222222222,0.1,0,0.373913043,0.464114833,rumah 2 lantai dekat pusat kota jogja,kirana maison huni 2 lantai desain elegan tanah luas kolam renang pribadi jacuzzi tiap unit lokasi 3 menit jalan raya solojogja dkirana maison dekat beberapa fasilitas umum sekitar kampus ukrim aau upn atma jaya rs islam yogyakarta mall ambarukmo plaza 5 menit malioboro 5 menit rencana exit tol purwomartani bandara adisucipto rumah 2 lantai milik 2 pilih type type 110 kt 2km mewah kolam renang pribadi type 100 3 kt 2 km nyaman jacuzzi marketing galery jl ring road bar 7c banyuraden gamping,https://picture.rumah123.com/r123-images/720x420-crop/customer/1840787/2023-11-01-13-14-07-b1a0e587-7eb4-4abb-8d83-aa7caec7003a.png,https://www.rumah123.com/properti/sleman/hos15324423/
"MURAH BANGET
MURAH BANGET
MURAH BANGET

RUMAH CANTIK MEWAH DENGAN TANAH LUAS  TATA RUANG NYAMAN LEGA DI SAMBISARI PURWOMARTANI KALASAN SLEMAN SHM Rumah Bagus","Purwomartani, Sleman",purwomartani sleman,1350000000,4,2,2,207,160,0.37150838,0.333333333,0.1,1,0.808695652,0.751196172,murah banget murah banget murah banget rumah cantik mewah tanah luas tata ruang nyaman lega sambisari purwomartani kalas sleman shm rumah bagus,bonus ac water heater perabot maghnet kawasan dekat candi sambisari dekat puskesmas dekat bagai swalayan dekat bale desa dekat rs pdhi dekat spbu spesifikasi luas tanah 207 luas bangun 160 4 kamar tidur 2 kamar mandi ruang tamu ruang keluarga dapur garasi carport listrik 1300 watt air sumur halaman depan halaman belakang pagar kanopi yukk monggo yg mau survey bs damping senang hati,https://picture.rumah123.com/r123-images/720x420-crop/customer/1537704/2023-11-01-04-14-14-1737ebec-7230-46fa-afbb-df4f94c8c7c2.jpg,https://www.rumah123.com/properti/sleman/hos15316753/
DIJUAL RUMAH DALAM PERUMHAN MEWAH,"Mlati, Sleman",mlati sleman,2150000000,4,3,1,130,110,0.594972067,0.333333333,0.2,0,0.473913043,0.511961722,jual rumah perumhan mewah,jual rumah rumah mewah lokasi pinggir jalan kebon agung spesifikasi luas tanah 130 luas bangun 110 lantai 2 kamar tidur 4 kamar mandi 3 dapur ruang keluarga pdam sumur listrik 5500w semi furnished carpot legalitas hgb imb pbb lengkap rumah dalam kawasan rumah mewah cafe,https://picture.rumah123.com/r123-images/720x420-crop/customer/1752670/2023-11-01-03-16-04-50d67cfb-56f0-48f7-87d9-c9c2ade152f0.jpg,https://www.rumah123.com/properti/sleman/hos15315688/
RUMAH BARU SIAP HUNI DI PURWOMARTANI,"Purwomartani, Sleman",purwomartani sleman,850000000,3,2,1,111,67,0.231843575,0.222222222,0.1,0,0.391304348,0.306220096,rumah baru siap huni purwomartani,jual rumah baru 2 unit siap huni purwomartani dekat lpmp sleman spesifikasi luas tanah 111 luas bangun 67 kamar tidur 3 kamar mandi 2 shm pbgimb harga 850 jt nego dekat simpang susun purwomartani manisrenggo dekat candi prambanan ratu boko hadap utara jalan papas utara balai pmd kemendagri yogyakarta,https://picture.rumah123.com/r123-images/720x420-crop/customer/1049804/2023-10-25-14-06-55-cad0b1f2-5b41-4985-bbe4-9e626663062b.jpg,https://www.rumah123.com/properti/sleman/hos15249208/
